track_name,pos,album_name,artist_name,duration_ms,playlist_name,playlist_pid,playlist_num_tracks,playlist_num_albums,playlist_num_artists,playlist_num_followers,playlist_collaborative,harmony_degree,tonic,mode,tempo,mfcc_shape,spectral_contrast_mean,spectral_contrast_var,spectral_centroid_mean,spectral_centroid_var,spectral_flatness_mean,spectral_flatness_var
Aigiri Nandini,7,Coke Studio India Season 3: Episode 2,Ram Sampath,246920,Inspiration,7,23,17,17,1,false,5.497340930674264,E,minor,161.4990234375,"(13, 10530)",21.89755978880783,11.614429426698816,2819.1355734172757,790.3777635664432,0.035881102,0.04044225
Sapne,8,Sona,Sona Mohapatra,253986,Inspiration,7,23,17,17,1,false,4.383490264192339,C#,minor,99.38401442307692,"(13, 10939)",23.608741382478847,11.129709030691147,2512.931197282784,896.0348185532413,0.029578734,0.091714576
Come On Raju,9,Mohabbat Kar Le,Shiamak Davar,210750,Inspiration,7,23,17,17,1,false,8.475335829112531,D#,minor,129.19921875,"(13, 9082)",22.101570912701728,12.270417921107388,3175.1883426904,1056.3581724774722,0.049602956,0.045573156
Mohabbat Kar Le Re,10,Mohabbat Kar Le,Shiamak Davar,246750,Inspiration,7,23,17,17,1,false,6.69884496196826,F,major,129.19921875,"(13, 10649)",21.079421302295632,12.112851837158045,3265.435075736588,1006.5864125817155,0.07091616,0.11902333
Hoshiyaar,11,Savarkhed Ek Gaon (Original Motion Picture Soundtrack),Swapnil Bandodkar,184284,Inspiration,7,23,17,17,1,false,6.250598462895301,F#,major,143.5546875,"(13, 7937)",21.040184668186594,12.288914936238228,2193.5414950916806,764.1499505145049,0.02273747,0.030024672
Mangal Mangal (Agni),12,Mangal Pandey: The Rising,A.R. Rahman,174600,Inspiration,7,23,17,17,1,false,5.795626179987414,A#,major,86.1328125,"(13, 12712)",23.272728252898634,13.719395971552354,1663.4954098587816,553.2648932501244,0.039059862,0.17949216
Never Give Up (I Am a Champion),13,Hungry for Success: Motivational Speeches & Workout Music,Fearless Motivation,221433,Inspiration,7,23,17,17,1,false,2.7946655807798026,G,minor,89.10290948275862,"(13, 9823)",20.784666316664573,11.732336501631185,2256.018862356391,807.8568387853549,0.03166634,0.11282454
Blood Sweat Tears V3.0,14,Hungry for Success: Motivational Speeches & Workout Music,Fearless Motivation,231500,Inspiration,7,23,17,17,1,false,4.677833500501505,G,minor,172.265625,"(13, 9970)",23.159557700082917,11.3549572319869,2391.4533078693867,1204.606848609142,0.02956831,0.039663915
Blood Sweat & Tears,15,Hungry for Success: Motivational Speeches & Workout Music,Fearless Motivation,231601,Inspiration,7,23,17,17,1,false,4.677833500501505,G,minor,172.265625,"(13, 9970)",23.159557700082917,11.3549572319869,2391.4533078693867,1204.606848609142,0.02956831,0.039663915
Blood Sweat Tears V2.0,16,Hungry for Success: Motivational Speeches & Workout Music,Fearless Motivation,231653,Inspiration,7,23,17,17,1,false,4.665530720657512,G,minor,172.265625,"(13, 9977)",23.564655134202752,11.09715505925004,1941.5662697008945,933.7544320761285,0.014564896,0.024541045
"Gonna Fly Now (Theme From ""Rocky"")",17,Rocky III: Music From The Motion Picture,Bill Conti,170240,Inspiration,7,23,17,17,1,false,,,,,,,,,,,
Training Montage,18,Rocky IV,Vince DiCola,219080,Inspiration,7,23,17,17,1,false,2.826103022688641,F#,minor,107.666015625,"(13, 13531)",22.635247268678913,11.155747029576798,2208.193943879261,1062.6104957381356,0.032175377,0.08031508
Eye Of The Tiger,19,Rocky Balboa,The Rocky Soloists & Orchestra,231026,Inspiration,7,23,17,17,1,false,4.400250254164385,C,minor,117.45383522727273,"(13, 12787)",23.585436343761092,12.526513868383248,2912.8198919761035,628.50784810521,0.03694229,0.031354997
The Time Is Now,20,You Can't See Me (WWE),John Cena,177293,Inspiration,7,23,17,17,1,false,4.608073252514831,G,minor,112.34714673913044,"(13, 7754)",22.219983881523387,12.06596092027382,2965.105483088164,959.0156617814404,0.06207394,0.13360232
Time for Greatness (Motivational Speech),21,Born Ready (Motivational Speeches Gym & Workout),Fearless Motivation,207878,Inspiration,7,23,17,17,1,false,4.987272727272727,D,minor,151.99908088235293,"(13, 9350)",21.193715226628033,11.696712446291725,1896.421156388208,1082.8681279520376,0.024467785,0.036566246
Clear Eyes (Rock Remix),22,Game Day Motivation,T. Powell,189963,Inspiration,7,23,17,17,1,false,5.734424627412656,C#,minor,151.99908088235293,"(13, 8186)",20.998197863769086,11.808709976731498,2065.3342126041057,570.5783488469423,0.017191816,0.031649
LOVE. FEAT. ZACARI.,0,DAMN.,Kendrick Lamar,213400,LOVE❤️,18,15,15,15,1,false,,,,,,,,,,,
Where Is The Love?,1,Elephunk,The Black Eyed Peas,272533,LOVE❤️,18,15,15,15,1,false,,,,,,,,,,,
Girlfriend,2,Girlfriend,Heavy Weight,236591,LOVE❤️,18,15,15,15,1,false,3.321097372488408,B,major,99.38401442307692,"(13, 2588)",23.790280212630492,10.866211273343632,2126.735851260374,1192.3335581956562,0.018681398,0.060702227
Jocelyn Flores,3,17,XXXTENTACION,119133,LOVE❤️,18,15,15,15,1,false,4.978155809008312,G,minor,135.99917763157896,"(13, 5173)",23.62307246089948,10.762827630259048,2225.9990236428353,1400.4944993708527,0.028618176,0.10042791
Count On Me,4,Doo-Wops & Hooligans,Bruno Mars,197373,LOVE❤️,18,15,15,15,1,false,2.347815621615116,C,major,89.10290948275862,"(13, 8309)",24.811620024358696,10.854653879632584,1697.29258569251,655.4136530327984,0.0057306187,0.014759407
Good Old Days (feat. Kesha),5,GEMINI,Macklemore,240506,LOVE❤️,18,15,15,15,1,false,3.2069287515174154,D#,major,123.046875,"(13, 10709)",23.645511365951485,10.912602517392662,2058.389358537735,1140.7530621833544,0.042904694,0.17495395
Coaster,6,American Teen,Khalid,199120,LOVE❤️,18,15,15,15,1,false,2.9262018391339772,C#,major,92.28515625,"(13, 8591)",24.62248203310216,10.803824634269827,1570.8336347864843,1029.0315071102486,0.012606743,0.059378777
Too Good At Goodbyes,7,The Thrill Of It All,Sam Smith,201000,LOVE❤️,18,15,15,15,1,false,3.321594801088961,F,major,92.28515625,"(13, 11387)",23.948198566187983,11.231918000539265,1666.7730930842367,943.6725252164156,0.033979543,0.16162457
Silence,8,Silence,Marshmello,180822,LOVE❤️,18,15,15,15,1,false,4.264300482425913,E,major,143.5546875,"(13, 8706)",22.973000656264063,11.074190881384336,2078.566555071152,934.2627435521956,0.04366795,0.16374184
Dusk Till Dawn - Radio Edit,9,Dusk Till Dawn,ZAYN,239000,LOVE❤️,18,15,15,15,1,false,1.9740877329192548,B,minor,89.10290948275862,"(13, 10304)",22.633139809792638,11.189455677184105,1721.8055458573672,847.5610952607744,0.020733511,0.101971164
Losin Control,10,There's Really A Wolf,Russ,237506,LOVE❤️,18,15,15,15,1,false,4.217315682674655,F#,major,64.599609375,"(13, 10349)",24.139346715941777,9.719467608609287,1416.3177369645562,1068.9260385972632,0.02232247,0.11509206
Love Me Now,11,DARKNESS AND LIGHT,John Legend,210293,LOVE❤️,18,15,15,15,1,false,4.436406705539358,G#,major,123.046875,"(13, 10976)",23.22995354978347,11.410326663698072,2034.0533161992234,777.5139876188124,0.012689999,0.042235393
Halo,12,I AM...SASHA FIERCE - Platinum Edition,Beyoncé,261160,LOVE❤️,18,15,15,15,1,false,4.53382914988121,F#,minor,80.74951171875,"(13, 9681)",22.587784159532664,10.697578327051959,2025.1928061247827,733.8820297198758,0.023070022,0.08326139
rockstar,13,rockstar,Post Malone,218320,LOVE❤️,18,15,15,15,1,false,3.1722979458629297,D#,major,161.4990234375,"(13, 10418)",23.214553813684383,10.487555998712502,1504.8353845623699,1053.497387868156,0.07926961,0.25742716
Unsteady,14,VHS,X Ambassadors,193546,LOVE❤️,18,15,15,15,1,false,4.991432758426333,A,minor,117.45383522727273,"(13, 8871)",21.08093299180475,12.089839534657306,1734.8920784781421,1087.3727914896658,0.09908985,0.27988324
Outside,0,Motion,Calvin Harris,227266,Love,47,14,13,12,1,false,4.268724279835391,G,minor,129.19921875,"(13, 9720)",22.31228565676082,11.154053289208077,2666.189217338722,722.9162994293526,0.035854388,0.04320622
Treat You Better,1,Illuminate,Shawn Mendes,187973,Love,47,14,13,12,1,false,6.429749071473865,A#,minor,112.34714673913044,"(13, 11039)",21.165133772321006,11.518937610472637,2250.3379306035204,1119.925441132359,0.04221766,0.13402727
Stitches,2,Handwritten,Shawn Mendes,206880,Love,47,14,13,12,1,false,5.264671702498547,C#,major,151.99908088235293,"(13, 10326)",22.28842002612944,11.479755410969998,2177.450506977877,894.6184185705954,0.022131948,0.0385085
Love Myself,4,HAIZ,Hailee Steinfeld,218746,Love,47,14,13,12,1,false,7.235567159849144,A#,major,123.046875,"(13, 10341)",21.821419094381696,11.244242512477708,2357.167033493293,1006.5043659252617,0.06857825,0.2033883
Let Me Love You,5,Encore,DJ Snake,205946,Love,47,14,13,12,1,false,3.5125537208776296,C,minor,135.99917763157896,"(13, 8842)",23.274167769289804,10.716221150563186,2083.402981557945,815.2604150748934,0.010861811,0.015001612
Thinking Out Loud,6,x,Ed Sheeran,281560,Love,47,14,13,12,1,false,4.224561678146525,D,major,78.30255681818181,"(13, 12776)",23.56514924900064,11.36981095714136,1774.862838811028,1063.3173580910702,0.043791205,0.17511979
Young And Beautiful,7,Young And Beautiful,Lana Del Rey,236053,Love,47,14,13,12,1,false,2.34361919595055,B,minor,112.34714673913044,"(13, 10273)",23.688383380590036,10.365840376027492,1893.2826531978862,785.5871200535905,0.03578773,0.16191395
Stereo Hearts (feat. Adam Levine) - feat. Adam Levine,8,The Papercut Chronicles II,Gym Class Heroes,210960,Love,47,14,13,12,1,false,5.132740518534391,F#,minor,89.10290948275862,"(13, 9334)",22.124445685515507,11.81720986503275,2820.3062835844003,921.610140896097,0.050551176,0.09844474
"Hey, Soul Sister",9,"Save Me, San Francisco (Golden Gate Edition)",Train,216773,Love,47,14,13,12,1,false,5.710411105178857,E,major,95.703125,"(13, 9365)",22.880113630947992,11.373985700795087,2523.1835098154143,829.9238658545056,0.026498914,0.04978551
Locked Away,10,What Dreams Are Made Of,R. City,227480,Love,47,14,13,12,1,false,4.078122263093362,C#,major,123.046875,"(13, 11418)",22.61157919220452,11.374125652492678,2475.926031677326,892.2099018629089,0.031677794,0.088740654
Scars To Your Beautiful,12,Know-It-All,Alessia Cara,230226,Love,47,14,13,12,1,false,5.321388494052518,F,major,95.703125,"(13, 13367)",21.97773217720124,11.104424643671768,1957.775315862954,989.722941199733,0.032564014,0.13242221
Just the Way You Are,13,Doo-Wops & Hooligans,Bruno Mars,220733,Love,47,14,13,12,1,false,4.878481757551981,F,major,107.666015625,"(13, 10196)",22.428928799448205,12.151618009435502,2661.903451880952,958.608218422403,0.03732537,0.094823934
Broken Ones,0,Broken Ones,Jacquie,229404,New,11,16,15,13,1,false,3.238562753036437,B,minor,99.38401442307692,"(13, 9880)",23.575093840330418,11.281524514915148,2377.3277565389494,900.5402478184192,0.022257216,0.036588997
Total Eclipse of the Heart,1,"Covers, Vol. 1",Sleeping At Last,244824,New,11,16,15,13,1,false,2.4388277693474962,E,major,117.45383522727273,"(13, 10544)",25.46835019692727,10.874784026163796,1545.1505124586904,780.407340228305,0.008469305,0.050108578
We Built This City,2,Knee Deep In The Hoopla,Starship,296080,New,11,16,15,13,1,false,4.532155091871691,F,major,143.5546875,"(13, 12844)",21.80966144724984,12.011825140402312,2918.208003082795,871.0359661485282,0.053080086,0.087712385
Iris,3,Dizzy Up The Girl,The Goo Goo Dolls,289533,New,11,16,15,13,1,false,2.9768418785006463,G,major,103.359375,"(13, 9284)",22.712004459436837,11.186098365923128,2585.976087024891,920.1352868973609,0.027680706,0.03427981
Summer Of '69,4,Reckless,Bryan Adams,216973,New,11,16,15,13,1,false,4.482973149967256,D,major,135.99917763157896,"(13, 9162)",22.14430069463787,11.29676045799742,2478.880826383427,682.4398114837168,0.032004967,0.03135413
Run to You,5,Life Screams,Lacey Sturm,218498,New,11,16,15,13,1,false,2.510531914893617,F,major,135.99917763157896,"(13, 9400)",24.75812521776214,10.778389707309707,1950.5681599240797,801.22516344353,0.011908897,0.04273365
Dancing With Myself,6,Essential,Generation X,199906,New,11,16,15,13,1,false,3.435610302351624,E,major,89.10290948275862,"(13, 9823)",21.636891108734833,11.416675510108979,2444.3714061480955,546.0600754573921,0.035111144,0.080805175
Til The Day I Die,7,This Is Not A Test,tobyMac,227812,New,11,16,15,13,1,false,4.620299602568022,A#,minor,99.38401442307692,"(13, 9813)",21.608680316202147,11.467106378680008,2531.6082372366905,871.2858522627072,0.034035753,0.045245502
Some Die Young,8,Some Die Young,Gavin Mikhail,283549,New,11,16,15,13,1,false,2.399631823275172,B,major,161.4990234375,"(13, 12494)",24.945924945733868,10.206540985233625,1330.0722604258099,1015.1681356039027,0.02429153,0.12998293
How Would You Feel (Paean),9,÷,Ed Sheeran,280533,New,11,16,15,13,1,false,2.2997512437810945,A,major,69.83741554054055,"(13, 12060)",24.090499655965093,11.230712142576092,1829.430280066931,1038.5968969604025,0.017822536,0.09230045
Parting Glass - Live From Wembley Stadium,10,x,Ed Sheeran,195967,New,11,16,15,13,1,false,3.7157582938388627,E,major,129.19921875,"(13, 8440)",23.26928219969307,11.940558866699167,2382.4223578765846,1006.0331976337059,0.017415682,0.032196894
Give Me Love,11,+,Ed Sheeran,526386,New,11,16,15,13,1,false,2.742682818993722,C#,major,117.45383522727273,"(13, 11309)",23.021337319134194,11.450073296467222,1821.268647485798,831.8277664629478,0.017995758,0.088077195
Tenerife Sea,12,x,Ed Sheeran,241346,New,11,16,15,13,1,false,2.21463602269449,G#,major,123.046875,"(13, 10399)",24.67663929537591,10.787196367066816,1730.9870040552787,1071.6459075590456,0.012964885,0.057128925
This Is Gospel,13,"Too Weird To Live, Too Rare To Die!",Panic! At The Disco,187186,New,11,16,15,13,1,false,6.467448393795041,D,major,151.99908088235293,"(13, 8187)",21.3813171419465,12.166662035455662,2540.534748336502,808.5739492535737,0.040566273,0.09822218
On My Own,14,Pictures,Kerrie Anne Greenland,228573,New,11,16,15,13,1,false,2.9720792729661665,D,minor,135.99917763157896,"(13, 9133)",24.50387740083945,9.603714068966298,2586.017290902199,949.5389681247228,0.033892512,0.12750925
Over You,15,Daughtry (Deluxe Edition),Daughtry,204853,New,11,16,15,13,1,false,4.043424189035133,D#,major,78.30255681818181,"(13, 9649)",22.097939621407438,11.721329514088058,3035.0338468966543,716.2457341048344,0.050062682,0.03610799
Let It Be Sung,0,If I Had Eyes,Jack Johnson,249240,Relax,0,15,13,8,1,false,2.2986320659826998,G,major,123.046875,"(13, 9942)",24.586057930714357,11.237799669225033,1891.4814022351318,845.6894611988329,0.014434136,0.073442556
"Sitting, Waiting, Wishing",1,In Between Dreams,Jack Johnson,183720,Relax,0,15,13,8,1,false,6.7226473140332885,E,minor,103.359375,"(13, 12677)",18.341467831188083,10.463251385299651,1455.1512679973398,1352.9698756678713,0.3893205,0.4746523
Heart's On Fire,2,Whispers,Passenger,253162,Relax,0,15,13,8,1,false,2.7779722079258877,B,major,151.99908088235293,"(13, 9715)",24.574780353730617,10.946624046797377,1521.8107910705546,1095.0417244293346,0.019221792,0.08821121
Breakdown,3,In Between Dreams,Jack Johnson,212706,Relax,0,15,13,8,1,false,3.177765726681128,C,major,151.99908088235293,"(13, 9220)",23.10331131703563,11.233987103723084,1795.6813882130589,1011.8269622306944,0.017343102,0.08383469
Flake,4,Brushfire Fairytales,Jack Johnson,280853,Relax,0,15,13,8,1,false,4.328333608043514,F,major,99.38401442307692,"(13, 12134)",22.707484295664123,11.447612429957523,1778.5515328937745,760.5013104897639,0.010569818,0.021529188
You Remind Me Of You,5,From Here To Now To You,Jack Johnson,144440,Relax,0,15,13,8,1,false,2.538016396077801,F#,major,117.45383522727273,"(13, 6221)",25.252669153263618,10.92311521236885,899.0070919395604,474.82072107978337,0.00079491874,0.003342103
Better Together,6,In Between Dreams,Jack Johnson,207680,Relax,0,15,13,8,1,false,2.846282839575182,C,major,112.34714673913044,"(13, 8945)",23.850415158666035,10.931513266485874,1862.1077126137145,1047.5367998536474,0.010401452,0.0368523
Losing Keys,7,Sleep Through The Static,Jack Johnson,267013,Relax,0,15,13,8,1,false,3.422327996538295,D,minor,143.5546875,"(13, 11555)",23.72254207366017,10.735861537415762,1740.6185717717328,1009.2316597273452,0.014425676,0.0683631
Dreams Be Dreams,8,On And On,Jack Johnson,132653,Relax,0,15,13,8,1,false,2.762836185819071,D,major,112.34714673913044,"(13, 5726)",22.75522948078483,10.965661181289676,1984.3557670319292,1155.7974144861053,0.023907062,0.075460024
I See Fire,9,The Hobbit - The Desolation Of Smaug,Ed Sheeran,300840,Relax,0,15,13,8,1,false,2.5086240844293926,A#,minor,75.99954044117646,"(13, 12697)",23.451709952737367,11.031204474147646,1427.4771011186676,958.8271231377261,0.019089248,0.1129947
I Will Wait,10,Babel,Mumford & Sons,276720,Relax,0,15,13,8,1,false,2.8753433018004273,C,major,135.99917763157896,"(13, 13108)",23.05769793009148,11.752125712618449,2044.859894938842,664.7590485533971,0.014872593,0.022324098
Burn One Down,11,Fight For Your Mind,Ben Harper,211693,Relax,0,15,13,8,1,false,3.493691716950082,F,major,103.359375,"(13, 9115)",23.128951617565036,11.04505604650451,1209.3227074257757,695.856697993984,0.008387537,0.06726804
The General,12,Bang Bang,Dispatch,246920,Relax,0,15,13,8,1,false,4.663218282704787,F,major,95.703125,"(13, 10633)",23.564106442451955,12.273922830781974,1915.042230522125,951.1522325487396,0.021734573,0.09330387
Stay Alive,13,Stay Alive,José González,266906,Relax,0,15,13,8,1,false,4.3999449238112724,F#,major,129.19921875,"(13, 10894)",22.858794039917008,11.2963396674618,1351.9080073862744,825.2110903342535,0.027821943,0.13709722
Fat Lip,14,"All Killer, No Filler",Sum 41,178266,Relax,0,15,13,8,1,false,5.8695094955143885,E,major,99.38401442307692,"(13, 8583)",21.569148849489252,11.887585215602165,2749.3271871750403,790.6278756028831,0.03945468,0.040015075
Hot,0,El Negrito Dun Dun & Ricardo,Los Rakas,203400,Run,15,12,11,11,1,false,7.284816634296813,A,minor,99.38401442307692,"(13, 8753)",20.390983412725976,11.519283013908987,2240.9145754840897,809.6337077833364,0.022513881,0.052227322
Tera Naam Japdi Phiran (version 2),1,Cocktail,Javed Bashir,250970,Run,15,12,11,11,1,false,7.613663789102386,C#,minor,129.19921875,"(13, 10773)",22.187088533650865,11.504112549385011,2855.4120272196906,809.736834665334,0.04123229,0.05801714
Caller Tune,2,Caller Tune,Himesh Reshammiya,273106,Run,15,12,11,11,1,false,8.21935422421183,E,minor,103.359375,"(13, 10499)",22.338250662517,11.295097947641237,1977.021605858881,708.4972854658436,0.012066334,0.023412779
Best Day Of My Life,3,"Oh, What A Life",American Authors,194240,Run,15,12,11,11,1,false,6.315584141712358,D,major,99.38401442307692,"(13, 9484)",21.533335664369645,11.828267780557773,2118.756163769979,820.0431244717946,0.045052435,0.1558327
Blurred Lines,4,Blurred Lines,Robin Thicke,263826,Run,15,12,11,11,1,false,8.20280198188963,D,minor,117.45383522727273,"(13, 11706)",22.084768465893518,11.154529768283705,2276.847881776418,1075.3531821915924,0.04311531,0.14567597
Dark Horse,5,PRISM,Katy Perry,215672,Run,15,12,11,11,1,false,2.702063983488132,A#,minor,129.19921875,"(13, 9690)",22.50821590162749,11.330796669883425,2146.308821657211,871.1590859499076,0.03847373,0.15049517
Waka Waka (This Time for Africa) (The Official 2010 FIFA World Cup (TM) Song),6,Waka Waka (This Time for Africa) (The Official 2010 FIFA World Cup (TM) Song),Shakira,202626,Run,15,12,11,11,1,false,6.29810447432224,E,minor,172.265625,"(13, 9074)",22.308165663670966,12.007721700024346,2336.793359191348,831.4321260587783,0.02286309,0.031654913
A Night Like This - Original Mix,7,15 Years - The Album,Kyau & Albert,364437,Run,15,12,11,11,1,false,4.458993710691824,G,minor,129.19921875,"(13, 7950)",21.92705618761231,11.369163468788768,2781.315548748462,721.6213746014894,0.03487437,0.057397533
Ishq Bina Ishq Bina,8,Taal (Original Motion Picture Soundtrack),A.R. Rahman,488909,Run,15,12,11,11,1,false,3.2071416189980932,G,major,89.10290948275862,"(13, 11538)",23.14599313644141,11.319797914264848,3487.8659497155104,1256.5146134330741,0.059959047,0.13749763
Taal Se Taal - Western Version,9,Taal (Original Motion Picture Soundtrack),A.R. Rahman,149848,Run,15,12,11,11,1,false,5.410349373764008,G,major,95.703125,"(13, 6068)",20.85648555042073,12.150777713710971,2292.484136575903,778.9820176968699,0.02667084,0.03480323
Sweet Girl,11,Sweet Girl,Zumba Fitness,206253,Run,15,12,11,11,1,false,5.58781536464671,D,major,143.5546875,"(13, 12327)",21.194082706186943,11.662147652274653,2256.7641789083686,1350.2447162199892,0.05804824,0.15598838
Tum Hi Ho,0,Aashiqui 2 (Original Motion Picture Soundtrack),Arijit Singh,262035,School Playlist,6,21,15,16,1,false,2.96339766997044,F,minor,95.703125,"(13, 11502)",26.304029676062164,11.014052505819453,1660.6696595167816,1267.583078221153,0.006310238,0.021253178
Why This Kolaveri Di? - The Soup of Love,1,3 (Original Motion Picture Soundtrack),Anirudh Ravichander,260013,School Playlist,6,21,15,16,1,false,,,,,,,,,,,
Sheila Ki Jawani,2,Tees Maar Khan,Vishal Dadlani & Sunidhi Chauhan,283910,School Playlist,6,21,15,16,1,false,6.495873452544704,B,minor,99.38401442307692,"(13, 11632)",22.14408326360516,11.597643619457154,2389.33063760203,730.4961385378072,0.0211058,0.050456267
Treat You Better - Ashworth Remix,3,Treat You Better,Shawn Mendes,232666,School Playlist,6,21,15,16,1,false,4.109590419643756,C#,major,123.046875,"(13, 9937)",22.64842670734609,11.412964590833747,3117.027950235431,1120.9588973826415,0.049783885,0.08151081
Life Of The Party,5,Handwritten,Shawn Mendes,214533,School Playlist,6,21,15,16,1,false,2.6805006587615283,A#,major,112.34714673913044,"(13, 9108)",23.97008714847111,10.911773268970958,1994.9213939913307,904.5523089162004,0.013317079,0.027701914
I Know What You Did Last Summer,8,Handwritten,Shawn Mendes,223853,School Playlist,6,21,15,16,1,false,4.724313326551373,G,major,112.34714673913044,"(13, 9830)",22.071973739778386,11.282782162809914,2702.759652394234,970.5595469155381,0.06597552,0.16379414
"Nee Jathaga - From ""Yevadu""",9,Shreya Ghoshal: All Time Telugu Hits,Karthik,274861,School Playlist,6,21,15,16,1,false,,,,,,,,,,,
Nuvvunte Naa Jathagaa - Reprise,10,I - Manoharudu (Original Motion Picture Soundtrack),A.R. Rahman,255040,School Playlist,6,21,15,16,1,false,3.899291037993092,D,major,80.74951171875,"(13, 11002)",23.336359911216505,11.158799772298375,1978.6388237580422,685.12627715801,0.021203779,0.09786042
Ladiyo,11,I - Manoharudu (Original Motion Picture Soundtrack),A.R. Rahman,283306,School Playlist,6,21,15,16,1,false,6.34454199105516,G,major,143.5546875,"(13, 6037)",22.151000735399993,11.445953906304206,3099.8269848325676,920.6890852168633,0.040185634,0.062980466
"Padam Kadala - From ""Nuvvostanante Nenoddantana""",12,Music Blast: Devi Sri Prasad & Sagar - Telugu Hits,Sagar,68541,School Playlist,6,21,15,16,1,false,,,,,,,,,,,
Jil Jil Jil - Version 2,13,Pelli Peetalu (Original Motion Picture Soundtrack),Prasannasa raj,290800,School Playlist,6,21,15,16,1,false,4.120728201852443,D,major,107.666015625,"(13, 12524)",24.41236689670641,12.22205439498664,2158.2429749536254,814.6339787875235,0.011514643,0.024011359
Jil Jil Jil - Version 1,14,Pelli Peetalu (Original Motion Picture Soundtrack),Srinivas,182066,School Playlist,6,21,15,16,1,false,4.836642238507662,F,minor,135.99917763157896,"(13, 15010)",22.632311317238738,11.528386516637545,1652.8277082287009,654.899694448792,0.040615812,0.1821944
"Kondakaki - From ""Aparichitudu""",15,K. K. - Best Telugu Hits,Jessi gift,336602,School Playlist,6,21,15,16,1,false,,,,,,,,,,,
Jiyyangari,16,Aparichitudu (Original Motion Picture Soundtrack),K. J. Yesudas,374262,School Playlist,6,21,15,16,1,false,6.23940514054844,D,major,103.359375,"(13, 11633)",22.792214464323532,11.439567338304881,2851.943773520548,820.4992110992534,0.030198174,0.03911361
Love Elephantla,17,Aparichitudu (Original Motion Picture Soundtrack),Nakul,345725,School Playlist,6,21,15,16,1,false,6.161480105279455,C,major,107.666015625,"(13, 12918)",21.94189996252723,12.242369815119174,2870.1175247654205,1056.7222823854252,0.038807962,0.04874519
O Sukumari,18,Aparichitudu (Original Motion Picture Soundtrack),Shankar Mahadevan,355487,School Playlist,6,21,15,16,1,false,2.720815361068596,C,major,103.359375,"(13, 14374)",23.17238087281259,11.581597172438038,3017.8144469349204,1093.0664072739646,0.056135044,0.17210525
Stranger in Black - Theme Song,19,Aparichitudu (Original Motion Picture Soundtrack),Sunitha Sarathy,164777,School Playlist,6,21,15,16,1,false,3.7144055944055943,F,major,103.359375,"(13, 7150)",23.955454291377006,11.658962186787784,2292.7274242692583,691.1535266056735,0.03219206,0.13472934
Neruppu Da,20,Kabali,Arun Raja Kamaraj,217934,School Playlist,6,21,15,16,1,false,4.6969084423305585,B,minor,117.45383522727273,"(13, 8410)",21.072337863613868,11.682232836840594,2405.029412536605,641.8141546486036,0.028707309,0.04120259
In The Light,0,Cleopatra,The Lumineers,230413,September 2016,33,18,18,17,1,false,4.819983980776932,A,major,99.38401442307692,"(13, 9988)",24.312463188176675,11.148755657566374,1076.4034136910623,864.501186374846,0.0016197148,0.014937382
Past Lives,2,Dopamine,BØRNS,274320,September 2016,33,18,18,17,1,false,6.145790710009851,E,major,112.34714673913044,"(13, 13197)",23.006323115492037,11.665042679952702,2131.558020092036,1019.5677555759653,0.018796317,0.03227515
Always This Late,3,In Return,ODESZA,160941,September 2016,33,18,18,17,1,false,3.9590954918623074,D#,major,86.1328125,"(13, 6943)",22.957919577592623,11.112725538254285,1855.5018315331429,641.6929025818798,0.010603378,0.021324953
The Greatest,4,This Is Acting (Deluxe Version),Sia,210226,September 2016,33,18,18,17,1,false,5.772589167767503,G,minor,129.19921875,"(13, 15140)",22.627406262489885,10.962936756703991,1542.5421187692612,1261.772741697615,0.02740542,0.12440498
Glow (feat. Jeremy Zucker),5,Glow (feat. Jeremy Zucker) - Single,Justice Skolnik,245374,September 2016,33,18,18,17,1,false,4.238309436791304,D,major,112.34714673913044,"(13, 10671)",22.850972216795483,11.372334557590253,2725.4178618116666,1189.768624734438,0.042035934,0.10289662
Shaky Ground (Original Mix),6,Shaky Ground (Original Mix),Freedom Fry,215754,September 2016,33,18,18,17,1,false,6.262441068622316,F#,minor,117.45383522727273,"(13, 9545)",22.09891781489235,10.942547992396186,1889.8404118185927,857.0943162470732,0.02102562,0.09420815
True or Nothing,7,True or Nothing,Jordan Millar,210900,September 2016,33,18,18,17,1,false,2.088011470166538,A,minor,161.4990234375,"(13, 9067)",23.1162648841993,11.22867025049959,1909.7002950175477,838.41865965206,0.014159412,0.04513227
Clear - Original Version,8,New Laces,Pusher,237866,September 2016,33,18,18,17,1,false,3.1788194444444446,D#,major,143.5546875,"(13, 10368)",22.812753915975534,11.2791791394692,2766.8218913127967,939.3296366604903,0.030609941,0.064629495
Love Won't Sleep,9,Love Won't Sleep,Lostboycrow,219506,September 2016,33,18,18,17,1,false,3.8599978739236738,C,major,117.45383522727273,"(13, 9407)",22.95235327223001,11.182630245744694,1855.3216276443075,1016.5875037873295,0.0103494115,0.027267898
Let's Fall in Love Some More,10,Experience the Al Bairre Show With Al Bairre Experience,Al Bairre,198826,September 2016,33,18,18,17,1,false,6.11917154630232,G,major,135.99917763157896,"(13, 9222)",20.755584384179194,11.219488306461965,2333.645913142964,951.5308911811587,0.09640628,0.25108126
