track_name,pos,album_name,artist_name,duration_ms,playlist_name,playlist_pid,playlist_num_tracks,playlist_num_albums,playlist_num_artists,playlist_num_followers,playlist_collaborative,harmony_degree,tonic,mode,tempo,mfcc_shape,spectral_contrast_mean,spectral_contrast_var,spectral_centroid_mean,spectral_centroid_var,spectral_flatness_mean,spectral_flatness_var,progression1,progression2
No Type,2,SremmLife,Rae Sremmurd,200080,HA,42,7,6,6,1,False,3.416539230678744,D,minor,123.046875,"(13, 8501)",23.071290640805085,11.324392067065016,2014.265978444663,1171.912129074279,0.008586744,0.020293934,"['bVI', 'VII', 'bVI', 'V', 'bVI', 'VII']","['v', 'bVI', 'i', 'V', 'bVI', 'i']"
No Flex Zone,3,SremmLife,Rae Sremmurd,231066,HA,42,7,6,6,1,False,5.034499435756892,G#,major,117.45383522727272,"(13, 12406)",22.639071848131017,11.651960453772064,1840.5147463038315,906.7460492803827,0.011507174,0.057595078,"['bbII', 'iv', 'bbII', 'iv']","['iv', 'bbII', 'iv', 'bbII']"
Vessel,4,We Rise,Devilskin,199973,HA,42,7,6,6,1,False,3.58307210031348,C#,minor,129.19921875,"(13, 8613)",21.645772300186653,11.792201700425505,2768.525304576558,673.5848740955203,0.031767618,0.030093964,"['ii', 'III', 'bbVI+', 'IV', 'bbVI', 'I', 'i']","['bI', 'I', 'i', 'IV', 'bbVI', 'io', 'I']"
Dirty Vibe,5,Recess,Skrillex,206680,HA,42,7,6,6,1,False,5.772993595857746,F,major,161.4990234375,"(13, 7339)",21.31129707666045,11.611784660102195,3133.735362810182,779.3661443067143,0.05778333,0.057540208,"['iv', 'IV', '#iii', 'IV', 'ivo5b3', 'IV', 'VII', 'I']","['I', 'I', 'I', 'I', '#I', 'III', '#v', 'I']"
Mama Said,6,Lukas Graham (Blue Album),Lukas Graham,206756,HA,42,7,6,6,1,False,4.649782923299566,G,minor,83.35433467741936,"(13, 8983)",22.59672845215581,11.542806365618642,2437.973941524263,957.5997409340764,0.036264803,0.09838626,"['bVI', 'III', 'v', 'i', 'v', 'i', 'bVII']","['i', 'v', 'i', 'bVII', 'bVI', 'III', 'v', 'i']"
Tumhe Apna Banane Ka,0,Best of Bollywood March,Neeti Mohan,310334,Hindi,9,11,6,9,1,False,3.563748922498237,G#,major,161.4990234375,"(13, 12761)",23.63681573700518,10.825507638541042,1656.8828174763237,792.95180948873,0.03657809,0.17031184,"['bVI', 'iv', 'bbii', 'bIII', 'bbvi', 'bbVI', 'bVI', 'bbVI']","['bVII', 'bIII', 'IV', 'bbVI', 'bbii', 'iv', 'bVII']"
Rolling in the Deep,1,21,Adele,228293,Hindi,9,11,6,9,1,False,4.101161520897449,G,minor,103.359375,"(13, 10073)",22.66923610908561,11.470781263342912,2260.294178538053,825.9916693742174,0.045092978,0.16772833,"['iv', 'III', 'bII', 'III', 'iv', 'III', 'bII']","['III', 'bII', 'III', 'IV', 'III', 'bII', 'III']"
Yeh Fitoor Mera,2,Fitoor (Original Motion Picture Soundtrack),Arijit Singh,283115,Hindi,9,11,6,9,1,False,3.752714113389626,G,major,172.265625,"(13, 9119)",23.97559745340373,10.720279110946851,2011.670091773149,685.099338837021,0.009824541,0.013580576,"['bVI', 'bVII', 'bIII', 'IV']","['bVII', 'bIII', 'IV', 'bVI', 'bVII', 'bIII']"
Hymn For The Weekend,3,A Head Full Of Dreams,Coldplay,258826,Hindi,9,11,6,9,1,False,4.082308925708177,C,minor,89.10290948275862,"(13, 11226)",22.756631240415505,11.305316440243482,2567.769098451346,850.7274954495613,0.036606092,0.09612393,"['iv', 'bVII', 'i', 'iv', 'i']","['i', 'bVI', 'III', 'i']"
Pashmina,4,Fitoor (Original Motion Picture Soundtrack),Amit Trivedi,283219,Hindi,9,11,6,9,1,False,2.6078644888082274,D,minor,80.74951171875,"(13, 8265)",24.56116612477564,10.319489055321576,1526.0700945897715,630.1221465876725,0.005150597,0.02401233,"['bVII', 'III', 'IV', 'i', 'IV', 'V', 'v', 'III']","['i', 'bVI', 'III', 'bVII', 'i', 'bVI']"
Tere Liye,5,Fitoor (Original Motion Picture Soundtrack),Jubin Nautiyal,270942,Hindi,9,11,6,9,1,False,3.6351188684923263,E,minor,143.5546875,"(13, 13292)",24.723284059893995,10.421498187660472,1757.0346090169137,582.1671778581953,0.0069736443,0.023852719,"['i', 'IV', 'i', 'IV', 'i', 'IV', 'i']","['III', 'v', 'III', 'i', 'IV', 'bVII', 'III', 'v']"
Rangaa Re (Hindi Version),6,Fitoor (Original Motion Picture Soundtrack),Sunidhi Chauhan,289018,Hindi,9,11,6,9,1,False,3.825150662916834,D,minor,83.35433467741936,"(13, 12445)",23.7468837507691,11.11867619147793,1865.8015255561024,830.4477037402654,0.012551709,0.028781569,"['bVII', 'iv', 'i', 'bVI']","['i', 'bVI', 'iv', 'bVII']"
Sorry,7,Purpose,Justin Bieber,200786,Hindi,9,11,6,9,1,False,5.8305410912383975,A#,major,135.99917763157896,"(13, 8834)",21.79423159519455,11.330209707218517,2221.8764679505566,926.2083225183056,0.03970355,0.14561662,"['bbII', 'bbI', 'bbiii', 'bbII']","['bbI', 'bbiii', 'bbII', 'bbI', 'bbiii']"
Rock Tha Party - Radio Edit,8,Introducing...,Bombay Rockers,212653,Hindi,9,11,6,9,1,False,4.735537190082645,C,minor,112.34714673913044,"(13, 8954)",21.79027616081917,10.913607851719007,2625.072564951781,704.9592316486154,0.03187707,0.03560779,"['bVI', 'i', 'v', 'bVI']","['i', 'v', 'bVI', 'i']"
Ari Ari (Part 2),9,Introducing...,Bombay Rockers,217506,Hindi,9,11,6,9,1,False,5.598740392826644,D,major,95.703125,"(13, 9368)",23.467255715985523,12.112470215461595,3110.783280019604,767.3198169176221,0.03823201,0.03848307,"['i', 'bVII+5#3', 'i', 'I', 'vo5b3', 'I', 'vo5b3', 'I']","['I', 'vo5b3', 'I', 'biii', 'i']"
Ari Ari (Part 1),10,Introducing...,Bombay Rockers,92653,Hindi,9,11,6,9,1,False,9.182966080713047,F#,minor,99.38401442307692,"(13, 4039)",21.23692724197366,11.560474532947252,2452.9023726045957,999.6904620581942,0.04500502,0.13945867,"['bVI', 'bvo', 'bVI', 'bVI', 'bvo', 'bVI']","['bVI', 'bvo', 'bVI', 'bVI', 'vio', 'bvi', 'bVI', 'bv']"
"Janam Janam (From ""Dilwale"")",1,Arijit Singh - Ultimate Love Songs,Arijit Singh,237896,Hindi,21,9,7,5,1,False,,,,,,,,,,,,,
Channa Mereya,2,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],Pritam,289333,Hindi,21,9,7,5,1,False,3.754136956814207,A,minor,89.10290948275862,"(13, 14866)",23.032179712777666,10.756603109057597,1870.239175905608,568.9471680648749,0.019238945,0.09305988,"['i', 'bVI', 'iv', 'III']","['III', 'bVII', 'i', 'bVI']"
Ae Dil Hai Mushkil Title Track,3,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],Pritam,269032,Hindi,21,9,7,5,1,False,4.627034951006867,D#,minor,123.046875,"(13, 12961)",22.82811970876785,11.536724652427385,2285.72824096626,697.9049399720784,0.021177707,0.06360918,"['bVI', 'bbVI', 'bVI', 'bbii']","['bbii', 'bbV', 'bbii', 'biiio5b3', 'bVI', 'bbVI']"
Bulleya,4,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],Pritam,348965,Hindi,21,9,7,5,1,False,4.766596128223215,D#,minor,92.28515625,"(13, 12759)",23.199569879765665,11.03043347655394,2673.9105212452378,807.6845005986428,0.027630556,0.08336511,"['bbV', 'bbVI', 'bbII', 'bVII', 'bVI', 'bbii', 'bVI', 'bbV']","['bVI', 'bbV', 'bbVI', 'bbII', 'bVII']"
Hamari Adhuri Kahani (Title Track),5,Hamari Adhuri Kahani (Original Motion Picture Soundtrack),Jeet Gannguli,398799,Hindi,21,9,7,5,1,False,2.648337815414545,C,major,143.5546875,"(13, 17477)",24.077490170966243,10.673183697202065,1616.3214630074392,648.987612575333,0.023200015,0.13073216,"['IV', 'V', 'I', 'III', 'I', 'IV', 'bVII', 'I']","['I', 'IV', 'V', 'I']"
Nahi Hona Pyaar,8,Nahi Hona Pyaar,ArrNik,227166,Hindi,21,9,7,5,1,False,2.6582174979558464,C#,minor,172.265625,"(13, 9784)",23.594619289244644,11.277634938301256,2023.40539577145,1170.0166663265716,0.010633396,0.03114645,"['bVI', 'iv', 'i', 'bVII']","['i', 'bVII', 'bbvi', 'bVI', 'iv', 'i']"
Kurbaan Hua,1,Kurbaan (Original Motion Picture Soundtrack),Salim–Sulaiman,259360,Hindi Songs,43,15,15,14,1,False,5.968558827713757,D,minor,83.35433467741936,"(13, 7029)",22.78711005837788,11.59228235466954,2219.556398375538,612.6941834063555,0.017139496,0.04195293,"['bVII', 'i', 'V', 'i', 'bVII', 'bVI', 'V+5#3', 'I']","['i', 'bVII', 'bVI', 'V', 'i', 'bVII', 'bVI', 'V']"
Mundian To Bach Ke,2,The Album,Panjabi MC,245560,Hindi Songs,43,15,15,14,1,False,4.615060300029414,D#,minor,99.38401442307692,"(13, 10199)",23.679915841368796,12.445760053368527,1855.8539120679327,499.09551996414416,0.00792338,0.012083463,"['bbV', 'bII', 'bbv', 'i', 'bbv', 'i', 'bII', 'iii']","['bbv', 'bII', 'bbv', 'bV', 'bbII', 'bbv', 'bvii', 'io']"
Zara Zara,3,Rehnaa Hai Terre Dil Mein (Original Motion Picture Soundtrack),Bombay Jayashri,298266,Hindi Songs,43,15,15,14,1,False,3.1832911392405063,B,minor,143.5546875,"(13, 13825)",24.054928391867225,10.567445526715074,2629.491996105006,954.1731634104292,0.016164752,0.042331915,"['i', 'v', 'iv', 'i']","['i', 'v', 'III', 'v', 'iv', 'III']"
Ek Pal Ka Jeena,4,Kaho Naa Pyaar Hai (Original Motion Picture Soundtrack),Lucky Ali,397426,Hindi Songs,43,15,15,14,1,False,6.2721093202522775,F#,minor,107.666015625,"(13, 14270)",22.100198157480744,11.495450593769876,2709.212684795824,909.961380856281,0.02899765,0.034524616,"['v', 'i', 'v', 'i']","['i', 'v', 'i', 'v']"
Ya Ali - Version 1,5,Gangster (Original Motion Picture Soundtrack),Zubeen Garg,295800,Hindi Songs,43,15,15,14,1,False,7.44144564811356,E,major,123.046875,"(13, 10708)",22.32522181566032,11.640478316973004,2407.316756783457,706.3586730467248,0.02444738,0.03249624,"['v', 'i', 'v', 'i']","['i', 'v', 'i', 'v']"
Marjaani Marjaani Kasame,6,Pritam Club,Pritam,408451,Hindi Songs,43,15,15,14,1,False,7.473857142857143,B,minor,107.666015625,"(13, 14000)",21.037355378579665,11.630635577063304,2800.3528753299256,595.1618809137611,0.049658313,0.08226942,"['i', 'II', 'III', 'II', 'i', 'II', 'III']","['i', 'bVII', 'bVI', 'bVII']"
Fanaa,7,Yuva,A.R. Rahman,281493,Hindi Songs,43,15,15,14,1,False,6.978130443197213,A#,minor,135.99917763157896,"(13, 10334)",21.995160007703472,11.8219902653406,3092.6903520114606,741.2564004552759,0.069529146,0.13537134,"['bbvi', 'bbii', 'bVI', 'bbvi']","['bVI', 'bbvi', 'bbii', 'bVI']"
"Rangeela Re (From ""Rangeela"")",8,#NowPlaying: A.R. Rahman Hits,A.R. Rahman,334840,Hindi Songs,43,15,15,14,1,False,,,,,,,,,,,,,
Tu Hi Hai,9,Dear Zindagi (Original Motion Picture Soundtrack),Amit Trivedi,199643,Hindi Songs,43,15,15,14,1,False,3.352719845194582,E,major,92.28515625,"(13, 9302)",24.009414661175096,11.118758590412591,1963.561948063292,755.3024333386322,0.02165583,0.11720146,"['V', 'I', 'IV', 'V', 'I', 'IV', 'V']","['I', 'ii', 'V', 'I']"
"Right Here Right Now - From ""Bluff Master""",10,Hi-5: Sunidhi Chauhan,Abhishek Bachchan,182533,Hindi Songs,43,15,15,14,1,False,,,,,,,,,,,,,
Muqabala Muqabala,12,Hum Se Hai Muqabala - Kadalan,Mano,328893,Hindi Songs,43,15,15,14,1,False,6.317916943276536,D#,minor,123.046875,"(13, 13557)",23.41030135959342,14.524937674262825,2484.929953845901,774.4517589656626,0.030348245,0.08430169,"['bbII', 'bbii', 'bbII', 'bbii']","['bbii', 'bbII', 'bbii', 'bbII']"
"Saaiyaan (From ""Heroine"")",13,Best of Me Rahat Fateh Ali Khan,Rahat Fateh Ali Khan,210173,Hindi Songs,43,15,15,14,1,False,,,,,,,,,,,,,
"Gela Gela Gela Dil Gela Gela (From ""Aitraaz"")",14,Aitraaz (Original Motion Picture Soundtrack),Adnan Sami,276320,Hindi Songs,43,15,15,14,1,False,,,,,,,,,,,,,
Deewangi Deewangi,0,Om Shanti Om BlueRay,Om Shanti Om,540917,Hindi songs,3,8,6,7,2,False,7.684010371650821,F,major,112.34714673913044,"(13, 23140)",21.68310065148,11.19651317493862,3016.757707479727,658.2628133586009,0.05197988,0.04456563,"['bVII', 'I', 'bIII', 'bVII', 'I']","['IV', 'bVII', 'i', 'IV']"
Radha,1,Student of the Year (Original Motion Picture Soundtrack),Shreya Ghoshal,341360,Hindi songs,3,8,6,7,2,False,6.729479861725219,A,minor,135.99917763157896,"(13, 12439)",22.42817000538041,11.6160249563945,2441.0954660656407,877.6660223191994,0.04388064,0.146142,"['bVI', 'bvio5b3', '#III', 'bvi', 'bvio5b3', 'bVI', 'bvio5b3', 'bVI']","['bvio5b3', 'bVI', 'bvio5b3', 'bVI', 'bVI', 'VI', 'bVI', 'bvii']"
Shanivaar Raati,2,Main Tera Hero (Original Motion Picture Soundtrack),Shalmali Kholgade,261094,Hindi songs,3,8,6,7,2,False,6.72742474916388,B,minor,135.99917763157896,"(13, 10764)",22.599817894260383,11.274199912180253,3241.4614967187013,816.5571660297121,0.044580705,0.043925527,"['III', 'vio', 'III', 'vio']","['ii', 'III', 'ii', 'i', 'III', 'i', 'V', 'I']"
Palat Tera Hero Idhar Hai,3,Main Tera Hero (Original Motion Picture Soundtrack),Arijit Singh,270708,Hindi songs,3,8,6,7,2,False,5.003954214360042,A#,major,135.99917763157896,"(13, 9610)",23.33485253911545,11.03427804534702,2583.5944017482434,760.6138787646736,0.021302147,0.026055994,"['bbvi', 'bVI', 'bbII', 'bbvi', 'bVI']","['bbII', 'bbvi', 'bVI', 'bbII']"
Chikni Chameli,4,Agneepath (Original Motion Picture Soundtrack),Ajay-Atul,301586,Hindi songs,3,8,6,7,2,False,6.200190961171229,G,major,92.28515625,"(13, 15710)",21.75448002971513,11.559527504666164,2651.2528759165352,680.748209105571,0.04033943,0.07862051,"['bVI', 'IV', 'v', 'i', 'bIII', 'bVI']","['v', 'bVI', 'V', 'v', 'bVI', 'IV', 'v', 'i']"
Gun Gun Guna,5,Agneepath (Original Motion Picture Soundtrack),Ajay-Atul,275386,Hindi songs,3,8,6,7,2,False,4.699789473684211,C#,major,99.38401442307692,"(13, 11875)",22.93590284719948,11.425667223265158,2629.433219065631,945.083150333816,0.032418504,0.08382773,"['I', 'bbiii', 'I', 'IV', 'biv', 'I', 'bbiii', 'I']","['bbiii', 'biv', 'IV', 'biv', 'I']"
Tooh,6,Gori Tere Pyaar Mein (Original Motion Picture Soundtrack),Vishal-Shekhar,260893,Hindi songs,3,8,6,7,2,False,6.702141466580143,G#,minor,75.99954044117646,"(13, 10787)",22.23764403153221,11.52988251442476,2598.7538822889173,883.9985181526674,0.034476902,0.08649041,"['IV', 'bbii', 'IV', 'bbii', 'iv', 'bbVI+', 'IV']","['bVI', 'ii', 'bbii', 'bVI']"
O Mere Dholna,7,Aashiq (Original Motion Picture Soundtrack),Anuradha Paudwal,294000,Hindi songs,3,8,6,7,2,False,5.533609181044578,C,major,172.265625,"(13, 12809)",23.94857021532037,11.964443290309015,2438.88306498532,774.7196041647674,0.045481782,0.1513007,"['V', 'I', 'V', 'IV']","['vi', 'I', 'io5b3', 'I', 'VI', 'vi', 'V', 'I']"
Saathi Rey,0,Kapoor & Sons (Since 1921) (Original Motion Picture Soundtrack),Arko,272000,Hindi songs ,4,22,19,15,1,False,3.110472541507024,F#,major,80.74951171875,"(13, 12528)",23.47010325281013,10.975681936381054,1854.705628730532,907.5693768508236,0.019847812,0.098572835,"['bbvii', 'IV', 'bbiii', 'bio5b3', 'I']","['I', 'bbiii', 'bbiii', 'I']"
"Manchala (From ""Hasee Toh Phasee"")",1,#Love Stories by Vishal & Shekhar,Vishal-Shekhar,227506,Hindi songs ,4,22,19,15,1,False,,,,,,,,,,,,,
Moh Moh Ke Dhaage (Male),2,Best of YRF 2015,Papon,322951,Hindi songs ,4,22,19,15,1,False,2.663618691050472,D,major,129.19921875,"(13, 13889)",24.49484308194201,10.910829941840152,1824.6473441212029,746.6767808795627,0.0064558773,0.01385239,"['iii', 'I', 'iv', 'ivo5b3', 'bVI', 'V', 'V', 'I']","['IV', 'V', 'viio', 'I', 'iv', 'I']"
"Iktara (From ""Wake Up Sid"") - Male Version",3,Judaiyaan,Amit Trivedi,223800,Hindi songs ,4,22,19,15,1,False,,,,,,,,,,,,,
Lehrein,4,Aisha (Original Motion Picture Soundtrack),Amit Trivedi,290453,Hindi songs ,4,22,19,15,1,False,5.726304125468803,G,minor,161.4990234375,"(13, 11732)",23.32189835315545,11.323688641520098,2432.842623088258,685.1039693360416,0.014807404,0.018922461,"['iv', 'III', 'bvii', 'iv']","['III', 'bvii', 'iv', 'iv', 'III', 'bvii']"
Pani Da Rang (Female),6,Vicky Donor,Sukanya Purkayastha,289626,Hindi songs ,4,22,19,15,1,False,3.038072093965168,G,minor,161.4990234375,"(13, 12345)",22.574220285696857,11.315475627095768,1910.782316608817,776.4461469230073,0.009500471,0.02630503,"['i', 'v', 'v', 'III', 'IV']","['i', 'v', 'i', 'v']"
"Nahin Saamne Tu (From ""Taal"")",7,#NowPlaying: A.R. Rahman Hits,Hariharan,363973,Hindi songs ,4,22,19,15,1,False,,,,,,,,,,,,,
Kitni Baatein,8,Lakshya (Original Motion Picture Soundtrack),Shankar-Ehsaan-Loy,347133,Hindi songs ,4,22,19,15,1,False,3.5353662066969025,E,major,83.35433467741936,"(13, 10363)",25.13284329360164,10.81509839353499,1884.879017067466,1126.1015385754836,0.016853139,0.082854114,"['bI', 'biii', 'bV', 'bI']","['bI', 'bIV', 'bv', 'bI']"
"Zehnaseeb (From ""Hasee Toh Phasee"")",9,#Love Stories by Vishal & Shekhar,Vishal-Shekhar,217440,Hindi songs ,4,22,19,15,1,False,,,,,,,,,,,,,
Mann Mera,10,Table No. 21,Gajendra Verma,198125,Hindi songs ,4,22,19,15,1,False,2.986794963660559,C,major,99.38401442307692,"(13, 9769)",22.884989318935133,11.031035864280383,2955.0180409818654,1042.7359485091447,0.05736309,0.1580783,"['ii', 'I', 'bVII', 'I', 'ii', 'I', 'bVII']","['ii', 'I', 'bVII', 'vi', 'v', 'ii', 'vi', 'v']"
"Bolna (From ""Kapoor & Sons (Since 1921)"")",11,Best of Bollywood: Arijit Singh,Tanishk Bagchi,212832,Hindi songs ,4,22,19,15,1,False,,,,,,,,,,,,,
Gustakh Dil,12,English Vinglish,Shilpa Rao,338746,Hindi songs ,4,22,19,15,1,False,2.391802042634862,A#,major,80.74951171875,"(13, 14589)",24.57029281076447,11.304062786108531,1631.8318095587824,714.5358199879034,0.011456756,0.07737875,"['bbvii', 'bbV', 'bbVI', 'bbII', 'bbII', 'biv']","['bbII', 'bbII', 'bbvii', 'bbII', 'bbvii']"
Navrai Majhi,13,English Vinglish,Sunidhi Chauhan,262826,Hindi songs ,4,22,19,15,1,False,5.659691808596918,D,major,99.38401442307692,"(13, 6165)",23.220884782755864,11.407099936512113,2170.4101107928386,734.2310249350752,0.011060252,0.017191522,"['I', 'IV', 'ii', 'I', 'IV', 'vi', 'ii', 'I']","['vi', 'ii', 'I', 'iio', 'i', 'VII', 'iio', 'I']"
Khari Khari,14,Coke Studio India Season 3: Episode 6,Amit Trivedi,438013,Hindi songs ,4,22,19,15,1,False,3.688715953307393,A,major,99.38401442307692,"(13, 18761)",24.573190580984573,11.34004655203086,1867.0946331901184,620.0049633727812,0.008325373,0.028048215,"['I', 'vi', 'IV', 'V', 'IV', 'iii']","['I', 'i', 'II', 'I']"
Cutiepie,15,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],Pritam,231562,Hindi songs ,4,22,19,15,1,False,8.230628549427278,C#,major,135.99917763157896,"(13, 10389)",21.806304860414112,10.9663265848761,2500.9575462430103,650.2598711360409,0.037802815,0.09242168,"['iv', 'i', 'bbvi', 'bVI', 'iv', 'i']","['i', 'IV', 'i', 'IV']"
Channa Mereya - Unplugged,16,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],Pritam,165333,Hindi songs ,4,22,19,15,1,False,2.7401804302567663,C,major,89.10290948275862,"(13, 7205)",25.31908415288561,10.816948715451108,1196.3202399251538,531.9399017721911,0.025449865,0.15312678,"['V', 'I', 'IV', 'I', 'V', 'vi', 'ii', 'I']","['ii', 'I', 'V', 'vi', 'ii', 'IV', 'V', 'I']"
Agar Tum Saath Ho,17,In the Sky,Prokumar & Arijit Singh & Alka Yagnik,341263,Hindi songs ,4,22,19,15,1,False,,,,,,,,,,,,,
Piya Tora Kaisa Abhiman,18,Raincoat (Original Motion Picture Soundtrack),Hariharan,343144,Hindi songs ,4,22,19,15,1,False,2.215434083601286,D,major,112.34714673913044,"(13, 14617)",24.85165208747669,9.765449327740784,1406.5355377059432,657.7568629450673,0.0037999963,0.032365583,"['I', 'I', 'I', 'io5b3', 'I']","['I', 'II', 'I', 'iii', 'V', 'I', 'vii', 'I']"
Ni**as In Paris,0,Top Five,JAY Z,219320,Hype,16,10,10,8,1,False,,,,,,,,,,,,,
I Remember U,1,I Remember U,Cartoon,215862,Hype,16,10,10,8,1,False,3.83926077146234,A#,minor,117.45383522727272,"(13, 9307)",22.49040630811776,11.203122783028377,2661.445093381982,783.0929308398138,0.035421953,0.07424588,"['bbI', 'bVI', 'bbI', 'bbii']","['bVI', 'bbI', 'bbii', 'bbvi']"
Bonfire,2,Camp,Childish Gambino,192946,Hype,16,10,10,8,1,False,3.019381202568593,C,major,107.666015625,"(13, 8565)",21.625476161569704,12.622738362708048,2383.873251607685,996.3150589436942,0.05765657,0.16992404,"['iv', 'VII', '#I', 'I', '#vi', '#I', 'iio', 'I']","['iio', 'I', 'VI', '#io5b3', 'vo5b3', '#I', '#I', 'I']"
IV. sweatpants,3,because the internet,Childish Gambino,180675,Hype,16,10,10,8,1,False,3.870213312773066,D#,minor,80.74951171875,"(13, 7782)",23.102952832230443,11.475169371621083,2273.1158107241563,1250.4422429379051,0.014959576,0.03130053,"['bII', 'bbiio', 'bbV', 'bbII', 'bbii', 'bII', 'bVI', 'bbii']","['bbii', 'bII', 'bVI', 'bbii', 'bbiio', 'bII', 'bbII', 'bbiio']"
G.O.M.D.,4,2014 Forest Hills Drive,J. Cole,301133,Hype,16,10,10,8,1,False,,,,,,,,,,,,,
Legend,5,ATLAS,The Score,189120,Hype,16,10,10,8,1,False,3.5243183492999264,E,minor,83.35433467741936,"(13, 8142)",21.569165153674795,11.499934628313836,2705.4808760414944,785.9812509432743,0.046379793,0.08444702,"['i', 'IV', 'i', 'IV']","['i', 'i', 'IV', 'iv', 'i', 'i', 'IV']"
Berzerk,6,The Marshall Mathers LP2,Eminem,238746,Hype,16,10,10,8,1,False,4.865678306689292,G#,major,95.703125,"(13, 11197)",20.7019545822043,11.82499100332747,2993.9861832864613,1044.462042704114,0.070522144,0.13734183,"['bbviio', 'iv', 'bVI', 'bbIII', 'bbII', 'bbIII', 'bbII', 'bVII']","['bbII', 'bbIII', 'bbII', 'bVII', 'bbIII', 'bvii', 'bbII', 'bbvi']"
POWER,7,My Beautiful Dark Twisted Fantasy,Kanye West,292093,Hype,16,10,10,8,1,False,4.96483666061706,G,minor,151.99908088235293,"(13, 4408)",21.132536668668045,11.772467136475486,2340.74566011018,998.3060905386508,0.10108262,0.25282702,"['bII', 'i', 'vo', 'iv', 'i', 'IV', 'bVI', 'I']","['i', 'vo', 'I', 'IV', 'i', 'bII', 'bii', 'I']"
'Till I Collapse,8,The Eminem Show,Eminem,297893,Hype,16,10,10,8,1,False,3.624717348927875,C#,minor,86.1328125,"(13, 12825)",22.188296246915147,12.28167802944004,2406.067600854248,1040.2078605445745,0.035235632,0.05045818,"['bVI', 'I', 'bVI', 'i', 'bVI', 'bVII', 'i', 'I']","['vi', 'bvii', 'vi', 'biii', 'i', 'v', 'IV', 'I']"
Monster,9,Monster,Meek Mill,170882,Hype,16,10,10,8,1,False,5.546225036531904,E,major,123.046875,"(13, 10265)",22.99606315145205,12.021406346088009,2679.600507963168,881.9853426790874,0.02830474,0.06601315,"['bvii', 'vo5b3', 'biio', 'bI', 'bI', 'bIII', 'bI', 'I']","['bVII', 'IV', 'io5b3', 'bI', 'VI', 'bVII', 'vio', 'biio']"
I Won't Give Up,0,Love Is A Four Letter Word,Jason Mraz,240165,I Won't Give Up,40,13,13,13,1,False,3.1868980477223428,E,major,135.99917763157896,"(13, 11525)",23.25504173670488,11.06726867846548,1852.4746537458443,1015.0536734590992,0.03298016,0.14868425,"['I', 'IV', 'I', 'V', 'I', 'IV', 'I']","['IV', 'I', 'vi', 'V', 'IV', 'I']"
"i hate u, i love u (feat. olivia o'brien)",1,us,gnash,251033,I Won't Give Up,40,13,13,13,1,False,1.902638576395991,F#,minor,92.28515625,"(13, 9778)",23.528470860062725,10.751453772642067,1451.2670374808274,967.3909708753944,0.0073519163,0.03044825,"['iv', 'bVI', 'i', 'v']","['v', 'iv', 'bVI', 'i']"
Breathe Me,2,Colour The Small One,Sia,272800,I Won't Give Up,40,13,13,13,1,False,3.629468377635197,A,minor,117.45383522727272,"(13, 8728)",23.27979038555292,10.37349346382696,1310.591866816497,647.4419986142963,0.004220369,0.0075452356,"['i', 'III', 'bVI', 'i', 'III', 'bVI']","['i', 'III', 'bVI', 'iv', 'i']"
Coffee,3,Sylvan Esso,Sylvan Esso,268213,I Won't Give Up,40,13,13,13,1,False,3.8888084901109514,C,major,99.38401442307692,"(13, 12438)",23.56222700009571,11.116085520435696,1955.4580426162363,1149.155059145644,0.0161767,0.059322637,"['vi', 'II', 'v', 'I', 'IV']","['IV', 'I', 'IV', 'I']"
You and I,4,Be OK,Ingrid Michaelson,148400,I Won't Give Up,40,13,13,13,1,False,3.1648969394128668,C,major,135.99917763157896,"(13, 6404)",24.57480034970837,10.499771101989012,1925.937932592058,1110.7400317846025,0.024192713,0.1153425,"['IV', 'V', 'I', 'III', 'IV', 'II', 'I']","['vi', 'IV', 'I', 'III', 'IV', 'I']"
Try,5,Gypsy Heart,Colbie Caillat,224573,I Won't Give Up,40,13,13,13,1,False,3.0583875813720582,G#,major,92.28515625,"(13, 9985)",23.74009815512338,10.543945082187248,2279.5504939962348,1239.7078074999886,0.05711678,0.18914229,"['IV', 'bbII', 'bbiii', 'v', 'IV', 'bbII']","['bbiii', 'v', 'IV', 'bbII', 'bbiii']"
Unfaithful,6,A Girl Like Me,Rihanna,224629,I Won't Give Up,40,13,13,13,1,False,3.073273837482386,C,minor,143.5546875,"(13, 12774)",23.89702129867208,9.96480733794788,2001.284764023531,1145.248526003606,0.019953158,0.096008316,"['i', 'bVI', 'iv', 'bVII']","['bVII', 'iv', 'i', 'bVI', 'iio']"
Instead,7,Ryan Amador,Ryan Amador,355529,I Won't Give Up,40,13,13,13,1,False,2.683904013471793,C#,major,143.5546875,"(13, 14252)",25.35293943839537,11.25938726686828,1869.694736979956,1115.6299527780666,0.009823494,0.024856629,"['bbvii', 'IV', 'bbVI', 'I', 'bbvii', 'IV']","['I', 'bbvii', 'IV', 'bbVI', 'I']"
